alt_atheism.mat	0.8380000000000001	0.01032795558988642	
comp_graphics.mat	0.8320000000000001	0.009189365834726852	
comp_os_ms-windows_misc.mat	0.7110000000000001	0.028067379246694488	
comp_sys_ibm_pc_hardware.mat	0.8100000000000002	0.01563471919941143	
comp_sys_mac_hardware.mat	0.763	0.014944341180973323	
comp_windows_x.mat	0.8390000000000001	0.011972189997378677	
misc_forsale.mat	0.728	0.020976176963403075	
rec_autos.mat	0.8019999999999999	0.016193277068654834	
rec_motorcycles.mat	0.8699999999999999	0.013333333333333364	
rec_sport_baseball.mat	0.8739999999999999	0.008432740427115682	
rec_sport_hockey.mat	0.929	0.009944289260117516	
sci_crypt.mat	0.825	0.008498365855987946	
sci_electronics.mat	0.9309999999999998	0.003162277660168386	
sci_med.mat	0.8220000000000001	0.007888106377466203	
sci_religion_christian.mat	0.8049999999999999	0.010801234497346433	
sci_space.mat	0.8130000000000001	0.008232726023485671	
talk_politics_guns.mat	0.807	0.009486832980505152	
talk_politics_mideast.mat	0.868	0.004216370213557855	
talk_politics_misc.mat	0.766	0.021186998109427604	
talk_religion_misc.mat	0.791	0.007378647873726242	
