alt_atheism.mat	0.7070000000000001	0.01567021236472425	
comp_graphics.mat	0.6789999999999999	0.013703203194062992	
comp_os_ms-windows_misc.mat	0.6829999999999999	0.025841396591085742	
comp_sys_ibm_pc_hardware.mat	0.576	0.03864367132317184	
comp_sys_mac_hardware.mat	0.742	0.02043961295567455	
comp_windows_x.mat	0.7230000000000001	0.02162817093001111	
misc_forsale.mat	0.617	0.021628170930011095	
rec_autos.mat	0.681	0.025144029554194803	
rec_motorcycles.mat	0.758	0.013165611772087672	
rec_sport_baseball.mat	0.7280000000000001	0.014757295747452423	
rec_sport_hockey.mat	0.733	0.019465068427541938	
sci_crypt.mat	0.639	0.017288403306519935	
sci_electronics.mat	0.784	0.015776212754932285	
sci_med.mat	0.67	0.018856180831641266	
sci_religion_christian.mat	0.6910000000000001	0.02183269719175042	
sci_space.mat	0.75	0.023094010767585063	
talk_politics_guns.mat	0.5559999999999999	0.020110804171997815	
talk_politics_mideast.mat	0.7030000000000001	0.02406010991015811	
talk_politics_misc.mat	0.706	0.016465452046971293	
talk_religion_misc.mat	0.687	0.02263232692902393	
